DateKey,Date,FullDateUK,FullDateUSA,DayOfMonth,DaySuffix,DayName,DayOfWeekUSA,DayOfWeekUK,DayOfWeekInMonth,DayOfWeekInYear,DayOfQuarter,DayOfYear,WeekOfMonth,WeekOfQuarter,WeekOfYear,Month,MonthName,MonthOfQuarter,Quarter,QuarterName,Year,YearName,MonthYear,MMYYYY,FirstDayOfMonth,LastDayOfMonth,FirstDayOfQuarter,LastDayOfQuarter,FirstDayOfYear,LastDayOfYear,IsHolidayUSA,IsWeekday,HolidayUSA,IsHolidayUK,HolidayUK
20250401,2025-04-01 00:00:00,01/04/2025,04/01/2025,1,1st,Tuesday,3,2,1,13,1,91,1,1,14,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250402,2025-04-02 00:00:00,02/04/2025,04/02/2025,2,2nd,Wednesday,4,3,1,14,1,92,1,1,14,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250403,2025-04-03 00:00:00,03/04/2025,04/03/2025,3,3rd,Thursday,5,4,1,14,1,93,1,1,14,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250404,2025-04-04 00:00:00,04/04/2025,04/04/2025,4,4th,Friday,6,5,1,14,1,94,1,1,14,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250405,2025-04-05 00:00:00,05/04/2025,04/05/2025,5,5th,Saturday,7,6,1,14,1,95,1,1,14,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250406,2025-04-06 00:00:00,06/04/2025,04/06/2025,6,6th,Sunday,1,7,1,14,1,96,2,1,15,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250407,2025-04-07 00:00:00,07/04/2025,04/07/2025,7,7th,Monday,2,1,1,14,1,97,2,1,15,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250408,2025-04-08 00:00:00,08/04/2025,04/08/2025,8,8th,Tuesday,3,2,2,14,2,98,2,2,15,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250409,2025-04-09 00:00:00,09/04/2025,04/09/2025,9,9th,Wednesday,4,3,2,15,2,99,2,2,15,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250410,2025-04-10 00:00:00,10/04/2025,04/10/2025,10,10th,Thursday,5,4,2,15,2,100,2,2,15,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250411,2025-04-11 00:00:00,11/04/2025,04/11/2025,11,11th,Friday,6,5,2,15,2,101,2,2,15,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250412,2025-04-12 00:00:00,12/04/2025,04/12/2025,12,12th,Saturday,7,6,2,15,2,102,2,2,15,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250413,2025-04-13 00:00:00,13/04/2025,04/13/2025,13,13th,Sunday,1,7,2,15,2,103,3,2,16,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250414,2025-04-14 00:00:00,14/04/2025,04/14/2025,14,14th,Monday,2,1,2,15,2,104,3,2,16,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250415,2025-04-15 00:00:00,15/04/2025,04/15/2025,15,15th,Tuesday,3,2,3,15,3,105,3,3,16,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250416,2025-04-16 00:00:00,16/04/2025,04/16/2025,16,16th,Wednesday,4,3,3,16,3,106,3,3,16,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250417,2025-04-17 00:00:00,17/04/2025,04/17/2025,17,17th,Thursday,5,4,3,16,3,107,3,3,16,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250418,2025-04-18 00:00:00,18/04/2025,04/18/2025,18,18th,Friday,6,5,3,16,3,108,3,3,16,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,True,Good Friday
20250419,2025-04-19 00:00:00,19/04/2025,04/19/2025,19,19th,Saturday,7,6,3,16,3,109,3,3,16,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250420,2025-04-20 00:00:00,20/04/2025,04/20/2025,20,20th,Sunday,1,7,3,16,3,110,4,3,17,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250421,2025-04-21 00:00:00,21/04/2025,04/21/2025,21,21st,Monday,2,1,3,16,3,111,4,3,17,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,True,Easter Monday
20250422,2025-04-22 00:00:00,22/04/2025,04/22/2025,22,22nd,Tuesday,3,2,4,16,4,112,4,4,17,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250423,2025-04-23 00:00:00,23/04/2025,04/23/2025,23,23rd,Wednesday,4,3,4,17,4,113,4,4,17,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250424,2025-04-24 00:00:00,24/04/2025,04/24/2025,24,24th,Thursday,5,4,4,17,4,114,4,4,17,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250425,2025-04-25 00:00:00,25/04/2025,04/25/2025,25,25th,Friday,6,5,4,17,4,115,4,4,17,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250426,2025-04-26 00:00:00,26/04/2025,04/26/2025,26,26th,Saturday,7,6,4,17,4,116,4,4,17,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250427,2025-04-27 00:00:00,27/04/2025,04/27/2025,27,27th,Sunday,1,7,4,17,4,117,5,4,18,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250428,2025-04-28 00:00:00,28/04/2025,04/28/2025,28,28th,Monday,2,1,4,17,4,118,5,4,18,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250429,2025-04-29 00:00:00,29/04/2025,04/29/2025,29,29th,Tuesday,3,2,5,17,5,119,5,5,18,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250430,2025-04-30 00:00:00,30/04/2025,04/30/2025,30,30th,Wednesday,4,3,5,18,5,120,5,5,18,4,April,1,2,Second,2025,CY 2025,Apr-2025  ,042025,2025-04-01,2025-04-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250501,2025-05-01 00:00:00,01/05/2025,05/01/2025,1,1st,Thursday,5,4,1,18,5,121,1,5,18,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250502,2025-05-02 00:00:00,02/05/2025,05/02/2025,2,2nd,Friday,6,5,1,18,5,122,1,5,18,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250503,2025-05-03 00:00:00,03/05/2025,05/03/2025,3,3rd,Saturday,7,6,1,18,5,123,1,5,18,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250504,2025-05-04 00:00:00,04/05/2025,05/04/2025,4,4th,Sunday,1,7,1,18,5,124,2,5,19,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250505,2025-05-05 00:00:00,05/05/2025,05/05/2025,5,5th,Monday,2,1,1,18,5,125,2,5,19,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,True,Early May Bank Holiday
20250506,2025-05-06 00:00:00,06/05/2025,05/06/2025,6,6th,Tuesday,3,2,1,18,6,126,2,6,19,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250507,2025-05-07 00:00:00,07/05/2025,05/07/2025,7,7th,Wednesday,4,3,1,19,6,127,2,6,19,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250508,2025-05-08 00:00:00,08/05/2025,05/08/2025,8,8th,Thursday,5,4,2,19,6,128,2,6,19,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250509,2025-05-09 00:00:00,09/05/2025,05/09/2025,9,9th,Friday,6,5,2,19,6,129,2,6,19,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250510,2025-05-10 00:00:00,10/05/2025,05/10/2025,10,10th,Saturday,7,6,2,19,6,130,2,6,19,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250511,2025-05-11 00:00:00,11/05/2025,05/11/2025,11,11th,Sunday,1,7,2,19,6,131,3,6,20,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250512,2025-05-12 00:00:00,12/05/2025,05/12/2025,12,12th,Monday,2,1,2,19,6,132,3,6,20,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250513,2025-05-13 00:00:00,13/05/2025,05/13/2025,13,13th,Tuesday,3,2,2,19,7,133,3,7,20,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250514,2025-05-14 00:00:00,14/05/2025,05/14/2025,14,14th,Wednesday,4,3,2,20,7,134,3,7,20,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250515,2025-05-15 00:00:00,15/05/2025,05/15/2025,15,15th,Thursday,5,4,3,20,7,135,3,7,20,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250516,2025-05-16 00:00:00,16/05/2025,05/16/2025,16,16th,Friday,6,5,3,20,7,136,3,7,20,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250517,2025-05-17 00:00:00,17/05/2025,05/17/2025,17,17th,Saturday,7,6,3,20,7,137,3,7,20,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250518,2025-05-18 00:00:00,18/05/2025,05/18/2025,18,18th,Sunday,1,7,3,20,7,138,4,7,21,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250519,2025-05-19 00:00:00,19/05/2025,05/19/2025,19,19th,Monday,2,1,3,20,7,139,4,7,21,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250520,2025-05-20 00:00:00,20/05/2025,05/20/2025,20,20th,Tuesday,3,2,3,20,8,140,4,8,21,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250521,2025-05-21 00:00:00,21/05/2025,05/21/2025,21,21st,Wednesday,4,3,3,21,8,141,4,8,21,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250522,2025-05-22 00:00:00,22/05/2025,05/22/2025,22,22nd,Thursday,5,4,4,21,8,142,4,8,21,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250523,2025-05-23 00:00:00,23/05/2025,05/23/2025,23,23rd,Friday,6,5,4,21,8,143,4,8,21,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250524,2025-05-24 00:00:00,24/05/2025,05/24/2025,24,24th,Saturday,7,6,4,21,8,144,4,8,21,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250525,2025-05-25 00:00:00,25/05/2025,05/25/2025,25,25th,Sunday,1,7,4,21,8,145,5,8,22,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250526,2025-05-26 00:00:00,26/05/2025,05/26/2025,26,26th,Monday,2,1,4,21,8,146,5,8,22,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,True,Spring Bank Holiday
20250527,2025-05-27 00:00:00,27/05/2025,05/27/2025,27,27th,Tuesday,3,2,4,21,9,147,5,9,22,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250528,2025-05-28 00:00:00,28/05/2025,05/28/2025,28,28th,Wednesday,4,3,4,22,9,148,5,9,22,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250529,2025-05-29 00:00:00,29/05/2025,05/29/2025,29,29th,Thursday,5,4,5,22,9,149,5,9,22,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250530,2025-05-30 00:00:00,30/05/2025,05/30/2025,30,30th,Friday,6,5,5,22,9,150,5,9,22,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250531,2025-05-31 00:00:00,31/05/2025,05/31/2025,31,31st,Saturday,7,6,5,22,9,151,5,9,22,5,May,2,2,Second,2025,CY 2025,May-2025  ,052025,2025-05-01,2025-05-31,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250601,2025-06-01 00:00:00,01/06/2025,06/01/2025,1,1st,Sunday,1,7,1,22,9,152,1,9,23,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250602,2025-06-02 00:00:00,02/06/2025,06/02/2025,2,2nd,Monday,2,1,1,22,9,153,1,9,23,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250603,2025-06-03 00:00:00,03/06/2025,06/03/2025,3,3rd,Tuesday,3,2,1,22,10,154,1,10,23,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250604,2025-06-04 00:00:00,04/06/2025,06/04/2025,4,4th,Wednesday,4,3,1,23,10,155,1,10,23,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250605,2025-06-05 00:00:00,05/06/2025,06/05/2025,5,5th,Thursday,5,4,1,23,10,156,1,10,23,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250606,2025-06-06 00:00:00,06/06/2025,06/06/2025,6,6th,Friday,6,5,1,23,10,157,1,10,23,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250607,2025-06-07 00:00:00,07/06/2025,06/07/2025,7,7th,Saturday,7,6,1,23,10,158,1,10,23,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250608,2025-06-08 00:00:00,08/06/2025,06/08/2025,8,8th,Sunday,1,7,2,23,10,159,2,10,24,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250609,2025-06-09 00:00:00,09/06/2025,06/09/2025,9,9th,Monday,2,1,2,23,10,160,2,10,24,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250610,2025-06-10 00:00:00,10/06/2025,06/10/2025,10,10th,Tuesday,3,2,2,23,11,161,2,11,24,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250611,2025-06-11 00:00:00,11/06/2025,06/11/2025,11,11th,Wednesday,4,3,2,24,11,162,2,11,24,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250612,2025-06-12 00:00:00,12/06/2025,06/12/2025,12,12th,Thursday,5,4,2,24,11,163,2,11,24,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250613,2025-06-13 00:00:00,13/06/2025,06/13/2025,13,13th,Friday,6,5,2,24,11,164,2,11,24,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250614,2025-06-14 00:00:00,14/06/2025,06/14/2025,14,14th,Saturday,7,6,2,24,11,165,2,11,24,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250615,2025-06-15 00:00:00,15/06/2025,06/15/2025,15,15th,Sunday,1,7,3,24,11,166,3,11,25,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250616,2025-06-16 00:00:00,16/06/2025,06/16/2025,16,16th,Monday,2,1,3,24,11,167,3,11,25,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250617,2025-06-17 00:00:00,17/06/2025,06/17/2025,17,17th,Tuesday,3,2,3,24,12,168,3,12,25,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250618,2025-06-18 00:00:00,18/06/2025,06/18/2025,18,18th,Wednesday,4,3,3,25,12,169,3,12,25,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250619,2025-06-19 00:00:00,19/06/2025,06/19/2025,19,19th,Thursday,5,4,3,25,12,170,3,12,25,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250620,2025-06-20 00:00:00,20/06/2025,06/20/2025,20,20th,Friday,6,5,3,25,12,171,3,12,25,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250621,2025-06-21 00:00:00,21/06/2025,06/21/2025,21,21st,Saturday,7,6,3,25,12,172,3,12,25,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250622,2025-06-22 00:00:00,22/06/2025,06/22/2025,22,22nd,Sunday,1,7,4,25,12,173,4,12,26,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250623,2025-06-23 00:00:00,23/06/2025,06/23/2025,23,23rd,Monday,2,1,4,25,12,174,4,12,26,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250624,2025-06-24 00:00:00,24/06/2025,06/24/2025,24,24th,Tuesday,3,2,4,25,13,175,4,13,26,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250625,2025-06-25 00:00:00,25/06/2025,06/25/2025,25,25th,Wednesday,4,3,4,26,13,176,4,13,26,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250626,2025-06-26 00:00:00,26/06/2025,06/26/2025,26,26th,Thursday,5,4,4,26,13,177,4,13,26,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250627,2025-06-27 00:00:00,27/06/2025,06/27/2025,27,27th,Friday,6,5,4,26,13,178,4,13,26,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250628,2025-06-28 00:00:00,28/06/2025,06/28/2025,28,28th,Saturday,7,6,4,26,13,179,4,13,26,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250629,2025-06-29 00:00:00,29/06/2025,06/29/2025,29,29th,Sunday,1,7,5,26,13,180,5,13,27,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,False,,False,
20250630,2025-06-30 00:00:00,30/06/2025,06/30/2025,30,30th,Monday,2,1,5,26,13,181,5,13,27,6,June,3,2,Second,2025,CY 2025,Jun-2025  ,062025,2025-06-01,2025-06-30,2025-04-01,2025-06-30,2025-01-01,2025-12-31,False,True,,False,
20250701,2025-07-01 00:00:00,01/07/2025,07/01/2025,1,1st,Tuesday,3,2,1,26,1,182,1,1,27,7,July,1,3,Third,2025,CY 2025,Jul-2025  ,072025,2025-07-01,2025-07-31,2025-07-01,2025-09-30,2025-01-01,2025-12-31,False,True,,False,
20250702,2025-07-02 00:00:00,02/07/2025,07/02/2025,2,2nd,Wednesday,4,3,1,27,1,183,1,1,27,7,July,1,3,Third,2025,CY 2025,Jul-2025  ,072025,2025-07-01,2025-07-31,2025-07-01,2025-09-30,2025-01-01,2025-12-31,False,True,,False,
20250703,2025-07-03 00:00:00,03/07/2025,07/03/2025,3,3rd,Thursday,5,4,1,27,1,184,1,1,27,7,July,1,3,Third,2025,CY 2025,Jul-2025  ,072025,2025-07-01,2025-07-31,2025-07-01,2025-09-30,2025-01-01,2025-12-31,False,True,,False,
20250704,2025-07-04 00:00:00,04/07/2025,07/04/2025,4,4th,Friday,6,5,1,27,1,185,1,1,27,7,July,1,3,Third,2025,CY 2025,Jul-2025  ,072025,2025-07-01,2025-07-31,2025-07-01,2025-09-30,2025-01-01,2025-12-31,True,True,Independance Day,False,
20250705,2025-07-05 00:00:00,05/07/2025,07/05/2025,5,5th,Saturday,7,6,1,27,1,186,1,1,27,7,July,1,3,Third,2025,CY 2025,Jul-2025  ,072025,2025-07-01,2025-07-31,2025-07-01,2025-09-30,2025-01-01,2025-12-31,False,False,,False,
20250706,2025-07-06 00:00:00,06/07/2025,07/06/2025,6,6th,Sunday,1,7,1,27,1,187,2,1,28,7,July,1,3,Third,2025,CY 2025,Jul-2025  ,072025,2025-07-01,2025-07-31,2025-07-01,2025-09-30,2025-01-01,2025-12-31,False,False,,False,
